id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
879771150212586221,https://www.airbnb.com/rooms/879771150212586221,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · 3 bedrooms · 3 beds · 3 baths,,"River Heights is a beautiful and affluent neighborhood located in the heart of Winnipeg. Known for its tree-lined streets, stunning homes, and quiet atmosphere, River Heights is a highly desirable destination for those seeking a peaceful and upscale lifestyle.<br /><br />The neighborhood is located along the scenic Assiniboine River, offering beautiful views and plenty of opportunities for outdoor recreation. The area is home to several parks and green spaces, including the picturesque Assiniboine Park, which features a beautiful conservatory, a sculpture garden, and a zoo.<br /><br />River Heights is also home to a number of excellent restaurants, cafes, and shops, making it a popular destination for foodies and shoppers alike. You'll find everything from upscale bistros to cozy cafes, as well as plenty of boutiques and specialty shops.<br /><br />In addition to its beautiful homes and amenities, River Heights is also known for its strong sense of community. The neighborhood is home t",https://a0.muscache.com/pictures/miso/Hosting-879771150212586221/original/41eecd71-1de8-4239-885e-70f81a7ded93.jpeg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.8638,-97.20307,Entire rental unit,Entire home/apt,6,,3 baths,,3,[],$192.00,5,365,5,5,365,365,5.0,365.0,,t,3,3,18,18,2023-12-17,1,1,0,2023-05-21,2023-05-21,4.0,5.0,4.0,5.0,5.0,4.0,4.0,,t,58,58,0,0,0.14
879793427978220070,https://www.airbnb.com/rooms/879793427978220070,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · 1 bedroom · 1 bed · 1 bath,,"The Osborne neighborhood in Winnipeg is a vibrant and eclectic area that is popular with locals and visitors alike. This dynamic neighborhood is known for its trendy shops, stylish boutiques, delicious restaurants, and thriving arts and culture scene.<br /><br />At the heart of Osborne is the famous Osborne Village, which is home to a wide range of restaurants, bars, and cafes serving up everything from international cuisine to local favorites. You'll find everything from upscale bistros to cozy cafes, making it a popular destination for foodies and casual diners alike.<br /><br />In addition to its dining scene, Osborne is also known for its thriving arts and culture scene. The area is home to a number of galleries, theaters, and performance spaces, showcasing everything from local theater productions to contemporary art exhibitions.<br /><br />For those who love to shop, Osborne is a paradise. The area is filled with stylish boutiques and unique shops, offering everything from handma",https://a0.muscache.com/pictures/miso/Hosting-879793427978220070/original/07e69a8e-86ca-481e-8e4c-1d4bc726a29c.jpeg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.87667,-97.14145,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$78.00,3,365,3,7,1125,1125,6.7,1125.0,,t,18,48,78,353,2023-12-17,1,1,0,2023-10-29,2023-10-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,58,58,0,0,0.60
881261366709907929,https://www.airbnb.com/rooms/881261366709907929,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · ★4.20 · 1 bedroom · 1 bed · 1 bath,,"The Exchange District and downtown Winnipeg is a historic neighborhood that's brimming with charm and character. With its stunning architecture, vibrant arts scene, and diverse selection of shops and restaurants, it's no wonder why this neighborhood is a popular destination for locals and visitors alike.<br /><br />One of the must-visit attractions in the Exchange District is The Forks, which is located just a short walk away. This popular destination is home to a bustling market, delicious restaurants, and a wide range of activities that are perfect for all ages. From exploring the riverfront to shopping for unique souvenirs, there's something for everyone at The Forks.<br /><br />Another nearby attraction is the Canadian Museum for Human Rights, which is a must-visit for anyone interested in history and social justice. This powerful museum features thought-provoking exhibits and interactive displays that explore the many facets of human rights.<br /><br />If you're looking for a tast",https://a0.muscache.com/pictures/miso/Hosting-881261366709907929/original/5e3250fc-790f-48be-a13d-c0344576fff0.jpeg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.89428,-97.14553,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$87.00,3,365,3,10,1125,1125,9.8,1125.0,,t,12,29,42,253,2023-12-17,15,15,0,2023-05-13,2023-09-29,4.2,4.6,4.4,4.6,4.47,4.73,4.4,,t,58,58,0,0,2.05
881322253335147733,https://www.airbnb.com/rooms/881322253335147733,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · ★4.75 · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-881322253335147733/original/80dafa4e-2a89-4d4f-8f86-2ae6b54a9747.jpeg,74203278,https://www.airbnb.com/users/show/74203278,Roam,2016-05-26,"Winnipeg, Canada","Welcome to Roam Rentals! We are a property management company that focuses on high-end furnished rentals. Located in Winnipeg, Manitoba; It is our mission to provide a clean and well equipped space with prompt communication to our guests. Our cleaning staff are dedicated and hardworking, making efforts to ensure a tidy space. 

We have a team of hosts that will be helping you for the duration of your stay. Our company began a few years ago when we started hosting one property. Our love for the business, meeting new people and hospitality grew, so we started a full service property management company! 
Feel free to take a look at our other listings! We are here to help you with any questions or recommendations you may have. Winnipeg is home to local breweries, cafes and fantastic cuisine. 

Sincerely,

- Roam Rentals Team

IG: roam.rentals)





",within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d3d40d9-d57f-4029-b9c4-ab6bb9c3ff09.jpg?aki_policy=profile_x_medium,Portage - Ellice,64,67,"['email', 'phone']",t,t,,River Heights - Fort Garry,,49.87162,-97.16068,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$145.00,7,365,5,7,365,365,5.9,365.0,,t,0,0,0,229,2023-12-17,4,4,0,2023-05-14,2023-08-30,4.75,5.0,4.75,5.0,4.75,5.0,5.0,,f,58,58,0,0,0.55
882070511708138624,https://www.airbnb.com/rooms/882070511708138624,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.74 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-882070511708138624/original/0f24179c-fe17-4b7c-a836-785f55d617a6.jpeg,97322401,https://www.airbnb.com/users/show/97322401,Hannah,2016-09-29,"Winnipeg, Canada","",within an hour,90%,99%,t,https://a0.muscache.com/im/pictures/user/User-97322401/original/5cc543f9-0b29-4014-8f61-2a6609df089b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-97322401/original/5cc543f9-0b29-4014-8f61-2a6609df089b.jpeg?aki_policy=profile_x_medium,Ebby - Wentworth,1,2,"['email', 'phone']",t,t,,Fort Rouge - East Fort Garry,,49.86079,-97.15335,Entire home,Entire home/apt,4,,1 bath,,2,[],$112.00,2,365,2,2,365,365,2.0,365.0,,t,29,59,89,89,2023-12-17,39,39,3,2023-05-07,2023-12-03,4.74,4.85,4.64,4.85,4.79,4.79,4.64,,f,1,1,0,0,5.20
882971052598350078,https://www.airbnb.com/rooms/882971052598350078,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 2 bedrooms · 4 beds · 1 bath,,"Beautiful and peaceful family friendly residential neighborhood in a prime location<br /><br />Flanked by parks and walking trails<br /><br />Close proximity to Bus stops, Shopping malls, Restaurants, Cinema, Gym, Fun places, Escape rooms, Cinema, Bowling Centre, Retail and Grocery stores, Pharmacies, Spas, Car rentals, Library, Casino etc.",https://a0.muscache.com/pictures/miso/Hosting-882971052598350078/original/2fa23c1a-f0ab-4865-96ac-4ce4043670d1.jpeg,512113932,https://www.airbnb.com/users/show/512113932,Gaeli,2023-04-27,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/ddd11b1c-f585-41cd-abd3-2a98d2358e01.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ddd11b1c-f585-41cd-abd3-2a98d2358e01.jpg?aki_policy=profile_x_medium,Peguis,3,3,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Transcona,,49.90598,-97.05537,Entire home,Entire home/apt,3,,1 bath,,4,[],$95.00,2,300,2,2,1125,1125,2.0,1125.0,,t,20,50,80,260,2023-12-17,3,3,0,2023-08-03,2023-09-30,5.0,4.67,5.0,5.0,4.67,4.33,5.0,,f,3,1,2,0,0.66
883674436111159252,https://www.airbnb.com/rooms/883674436111159252,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★New · 1 bedroom · 2 beds · 1 shared bath,,"Winnipeg, Manitoba, Canada <br /><br />The luxury suite is located in a super safe and quiet neighborhood and shared district with Southpoint, and Bridge Water.",https://a0.muscache.com/pictures/hosting/Hosting-883674436111159252/original/89769ea0-f6ef-4564-bab9-5fc2da71b7c9.jpeg,513044735,https://www.airbnb.com/users/show/513044735,Omosolape,2023-05-03,"Winnipeg, Canada","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-513044735/original/6f26d73c-24f5-43cb-a6ff-a5ac43733d35.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513044735/original/6f26d73c-24f5-43cb-a6ff-a5ac43733d35.jpeg?aki_policy=profile_x_medium,South Pointe West,2,3,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Waverley West,,49.7717087,-97.1870326,Shared room in home,Shared room,2,,1 shared bath,,2,[],$60.00,2,90,2,2,1125,1125,2.0,1125.0,,t,30,60,90,90,2023-12-17,1,1,1,2023-11-20,2023-11-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,2,1,0,1,1
885815917710291520,https://www.airbnb.com/rooms/885815917710291520,20231217045019,2023-12-17,previous scrape,Rental unit in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-885815917710291520/original/4aaa8363-65fe-4b90-9f6a-8e87f160c3dc.jpeg,145896090,https://www.airbnb.com/users/show/145896090,Victoria,2017-08-14,"Winnipeg, Canada",An avid learner and global citizen! ,within a few hours,100%,43%,f,https://a0.muscache.com/im/pictures/user/318d4688-e32b-495f-bbdf-6ffc6c3033de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/318d4688-e32b-495f-bbdf-6ffc6c3033de.jpg?aki_policy=profile_x_medium,Norberry,2,2,"['email', 'phone', 'work_email']",t,t,,St. Vital,,49.84579,-97.11354,Private room in rental unit,Private room,1,,1 shared bath,,1,[],$36.00,21,45,21,21,45,45,21.0,45.0,,t,0,0,0,0,2023-12-17,0,0,0,,,,,,,,,,,f,2,0,2,0,
886209141651611392,https://www.airbnb.com/rooms/886209141651611392,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · ★4.67 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/prohost-api/Hosting-886209141651611392/original/14062e08-0dbf-466a-a411-bd91230e2a13.jpeg,513603806,https://www.airbnb.com/users/show/513603806,Alex,2023-05-07,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ee65c50e-23ee-4688-ba6b-8249ffcc3ebe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ee65c50e-23ee-4688-ba6b-8249ffcc3ebe.jpg?aki_policy=profile_x_medium,Wolseley,2,2,['phone'],t,t,,Daniel McIntyre,,49.88681,-97.16504,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$65.00,2,1125,2,3,1125,1125,2.2,1125.0,,t,11,22,52,141,2023-12-17,18,18,2,2023-05-29,2023-12-01,4.67,4.61,4.67,4.83,4.83,4.72,4.61,,f,2,2,0,0,2.66
886496845529566385,https://www.airbnb.com/rooms/886496845529566385,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 3 bedrooms · 3 beds · 1 bath,,"Location, Location! Situated in Winnipeg's French Quarter - the heart of St. Boniface walking distance to many of the city's best attractions!<br /><br />Walking distance to: St. Boniface Hospital, The Forks, The Canadian Museum for Human Rights, Downtown, and the Historic Exchange District, many local restaurants/cafe's.  <br /><br />Perfect for attending Festivals/Conferences.  Canada Day, Festival du Voyageur, Folklorama, The Fringe Festival, Canadian Museum for Human Rights, Manitoba Children's Museum, Manitoba Museum of Man and Nature, etc.  <br /><br />Many more amenities nearby including:<br />The University of St. Boniface/The Universite de St.Boniface (3 minutes), St. Boniface Cathedral (4 minutes)The Canadian Museum for Human Rights (13 minute walk) Shaw Park (12 Minutes) ""The Cube"", Manitoba Theatre Centre, Fort Gibraltar (Festival Du Voyageur), Promenade Provencher/Esplanade Riel, Provencher Restaurants/Shops (3-5 Minutes) Bowling Alley (6 Minutes), Smaller Art Galleries (3",https://a0.muscache.com/pictures/b8a3005c-0569-40f5-8456-b05db766c136.jpg,40200324,https://www.airbnb.com/users/show/40200324,Taylor & Jason,2015-08-01,"Winnipeg, Canada","Hello, we are Jason & Taylor!

As working professionals (Pilot/Teacher) and avid world travellers we love meeting new people, experiencing different cultures and exploring new places.  

We have travelled to over 30 countries; enjoying the cold of the Arctic, scuba-diving beautiful Ocean reefs, the jungles of Asia, and the mountains of Central America.

We are well-versed in Winnipeg and surrounding areas.  We frequent local sport, art, and cultural events. As foodies we have a great list of our favourite local restaurants, pubs, and coffee shops! 

We love meeting people from different parts of the world and we look forward to connecting with you.  We will do our best to make your stay as comfortable as possible, providing any information and assistance you need (or being a good guest, depending on our role).",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/4cb8c0e0-e114-4b47-bc33-fc90c5a798e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cb8c0e0-e114-4b47-bc33-fc90c5a798e5.jpg?aki_policy=profile_x_medium,Central St. Boniface,4,6,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.892895623240356,-97.11455510202154,Entire home,Entire home/apt,6,,1 bath,,3,[],$134.00,3,180,2,3,1125,1125,3.0,1125.0,,t,26,56,82,171,2023-12-17,14,14,0,2023-07-09,2023-10-28,5.0,4.93,5.0,5.0,5.0,5.0,4.93,,t,4,4,0,0,2.59
887080577747621798,https://www.airbnb.com/rooms/887080577747621798,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.75 · 1 bedroom · 1 bed · 1 bath,,"This spacious suite is close to Sage creek mall which has Sobeys, Shoppers drug mart, Tim Hortons, McDonald's, Pizza Pizza, and other fast food joints as well as banking. The house is about three minutes drive from the Perimeter highway. It is close to major walking and biking routes in Bonavista and Sage Creek.",https://a0.muscache.com/pictures/miso/Hosting-887080577747621798/original/f2cf8896-6085-4315-8fd0-9d46c7c4cfff.jpeg,513824776,https://www.airbnb.com/users/show/513824776,Abdul,2023-05-08,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-513824776/original/ec796991-ed4f-421c-9709-cc870ad9679a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513824776/original/ec796991-ed4f-421c-9709-cc870ad9679a.jpeg?aki_policy=profile_x_medium,Saint Boniface,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.8220785,-97.0531044,Entire guest suite,Entire home/apt,3,,1 bath,,1,[],$60.00,1,365,1,1,1125,1125,1.0,1125.0,,t,23,28,28,252,2023-12-17,36,36,0,2023-05-20,2023-11-11,4.75,4.81,4.81,4.94,4.94,4.83,4.61,,t,1,1,0,0,5.09
887183131386141410,https://www.airbnb.com/rooms/887183131386141410,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-887183131386141410/original/de308326-57f7-4f25-9145-0fe351d243d6.jpeg,513842647,https://www.airbnb.com/users/show/513842647,Samson,2023-05-08,,"We are outgoing, dedicated, and open-minded. we get across to people and adjust to changes with ease. we believe that a person should work on developing their professional skills and learning new things all the time.",within a few hours,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_x_medium,Saint Boniface,3,3,"['email', 'phone']",t,f,,St. Vital,,49.8232855,-97.0524021,Private room in home,Private room,2,,1 shared bath,,1,[],$65.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2023-12-17,13,13,0,2023-05-13,2023-09-04,4.92,4.69,4.85,4.92,5.0,4.77,4.62,,f,3,1,2,0,1.78
887203007507997613,https://www.airbnb.com/rooms/887203007507997613,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.71 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-887203007507997613/original/b6fdfae1-b55b-493b-8d8b-4df04283dbb7.jpeg,513842647,https://www.airbnb.com/users/show/513842647,Samson,2023-05-08,,"We are outgoing, dedicated, and open-minded. we get across to people and adjust to changes with ease. we believe that a person should work on developing their professional skills and learning new things all the time.",within a few hours,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_x_medium,Saint Boniface,3,3,"['email', 'phone']",t,f,,St. Vital,,49.8221,-97.05217,Entire home,Entire home/apt,4,,1 bath,,2,[],$110.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,364,2023-12-17,7,7,0,2023-05-26,2023-08-23,4.71,4.71,4.86,4.71,5.0,4.86,4.71,,f,3,1,2,0,1.02
887786880016217179,https://www.airbnb.com/rooms/887786880016217179,20231217045019,2023-12-17,previous scrape,Home in Winnipeg · ★4.70 · 3 bedrooms · 5 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-636440197750058856/original/07a93494-3bff-4cc5-9313-ead0a645fb8e.jpeg,461293333,https://www.airbnb.com/users/show/461293333,Jonathon,2022-05-27,,"",within a few hours,100%,81%,f,https://a0.muscache.com/im/pictures/user/67de6204-8f0c-49f1-bd86-6c832a8a1da3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/67de6204-8f0c-49f1-bd86-6c832a8a1da3.jpg?aki_policy=profile_x_medium,West Alexander,2,4,"['email', 'phone']",t,t,,Point Douglas,,49.9106,-97.15921,Entire home,Entire home/apt,6,,2 baths,,5,[],$109.00,3,365,3,3,365,365,3.0,365.0,,t,25,55,85,175,2023-12-17,10,10,1,2023-06-30,2023-11-19,4.7,4.7,4.5,5.0,4.9,4.6,4.6,,f,2,2,0,0,1.75
887883247589501449,https://www.airbnb.com/rooms/887883247589501449,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-887883247589501449/original/4ec9bc7b-67d8-4a62-8615-099b79aeccd5.jpeg,513842647,https://www.airbnb.com/users/show/513842647,Samson,2023-05-08,,"We are outgoing, dedicated, and open-minded. we get across to people and adjust to changes with ease. we believe that a person should work on developing their professional skills and learning new things all the time.",within a few hours,100%,78%,t,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-513842647/original/28faaccf-7ff4-45dc-8b83-963d5ffbf290.jpeg?aki_policy=profile_x_medium,Saint Boniface,3,3,"['email', 'phone']",t,f,,St. Vital,,49.8232855,-97.0524021,Private room in home,Private room,2,,1 bath,,1,[],$70.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2023-12-17,3,3,0,2023-05-14,2023-08-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,1,2,0,0.41
888005144334122396,https://www.airbnb.com/rooms/888005144334122396,20231217045019,2023-12-17,city scrape,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/6d453349-d245-4824-a806-ac495a423e63.jpg,141253798,https://www.airbnb.com/users/show/141253798,Sona,2017-07-19,"Winnipeg, Canada","",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/User-141253798/original/cfa7908e-af73-403e-b4b3-5e9e38324485.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-141253798/original/cfa7908e-af73-403e-b4b3-5e9e38324485.png?aki_policy=profile_x_medium,Waverley Heights,2,2,"['email', 'phone']",t,t,,Waverley West,,49.81497,-97.16114,Private room in home,Private room,2,,1 shared bath,,1,[],,1,365,1,1,365,365,1.0,365.0,,,29,59,89,269,2023-12-17,0,0,0,,,,,,,,,,,f,2,0,2,0,
888259464639220826,https://www.airbnb.com/rooms/888259464639220826,20231217045019,2023-12-17,city scrape,Rental unit in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,,"Thriving, trendy neighbourhood, close to all amenities. Easy commute to downtown, Investors Group field, the Forks and more.",https://a0.muscache.com/pictures/miso/Hosting-888259464639220826/original/3c812d0b-c2c9-494c-936c-4922ae8d14d4.jpeg,7599279,https://www.airbnb.com/users/show/7599279,Susan,2013-07-19,"Winnipeg, Canada","I’m Susan and run an Airbnb with my business partner Tannis.  I am an experienced host, having run several other successful Airbnb’s.  We take pride in providing a clean and beautiful space for guests to enjoy.",within an hour,100%,87%,t,https://a0.muscache.com/im/pictures/user/User-7599279/original/49f2b339-54b3-4a96-95b0-9bbf9ae457c2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-7599279/original/49f2b339-54b3-4a96-95b0-9bbf9ae457c2.jpeg?aki_policy=profile_x_medium,Lord Roberts,1,7,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.8607418,-97.1312688,Entire rental unit,Entire home/apt,4,,1.5 baths,,2,[],$150.00,2,365,2,2,365,365,2.0,365.0,,t,4,4,20,109,2023-12-17,9,9,0,2023-06-11,2023-08-22,4.89,5.0,5.0,5.0,5.0,4.78,5.0,,f,1,1,0,0,1.42
888578198378289918,https://www.airbnb.com/rooms/888578198378289918,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.92 · 3 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/618beba1-5292-419a-85b1-48620edf17f0.jpg,445527464,https://www.airbnb.com/users/show/445527464,Julien,2022-02-17,"Winnipeg, Canada","",within an hour,100%,78%,t,https://a0.muscache.com/im/pictures/user/4176c948-9202-4334-8ad3-2998097ae9ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4176c948-9202-4334-8ad3-2998097ae9ea.jpg?aki_policy=profile_x_medium,St. George,1,1,"['email', 'phone']",t,t,,St. Vital,,49.85105,-97.10678,Entire home,Entire home/apt,6,,2 baths,,3,[],$99.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,25,55,85,174,2023-12-17,13,13,0,2023-05-22,2023-10-28,4.92,4.92,4.92,4.92,4.92,4.77,4.69,,f,1,1,0,0,1.86
