id,name,host_id,property_type,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,instant_bookable
19830207,Bungalow in Winnipeg · ★4.69 · Studio · 3 beds · 1 bath,137744259,Entire bungalow,Entire home/apt,5,,,$59.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,170,f
19856231,Home in Winnipeg · ★4.91 · 4 bedrooms · 5 beds · 2 baths,140414208,Entire home,Entire home/apt,7,,4.0,$110.00,2,150,2,2,1125,1125,2.0,1125.0,t,9,14,23,287,f
19860177,Home in Winnipeg · 1 bedroom · 1 bed · 1 bath,115739118,Entire home,Entire home/apt,2,,1.0,$100.00,2,365,2,2,365,365,2.0,365.0,t,25,25,52,327,f
19893969,Guest suite in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,120967910,Private room in guest suite,Private room,1,,,$45.00,2,1125,2,2,1125,1125,2.0,1125.0,t,20,30,60,335,t
19943640,Home in Winnipeg · ★4.97 · 5 bedrooms · 10 beds · 3 baths,86138438,Entire home,Entire home/apt,11,,5.0,$290.00,3,60,1,4,60,60,3.0,60.0,t,4,11,26,284,f
19945440,Guest suite in Winnipeg · ★4.98 · 1 bedroom · 2 beds · 1 bath,141354470,Entire guest suite,Entire home/apt,2,,1.0,$70.00,2,90,2,2,1125,1125,2.0,1125.0,t,3,5,5,56,f
19949282,Rental unit in Winnipeg · ★4.83 · 1 bedroom · 2 beds · 1 bath,141392319,Entire rental unit,Entire home/apt,4,,1.0,$68.00,1,45,1,2,1125,1125,1.3,1125.0,t,6,18,38,310,f
20007181,Rental unit in Winnipeg · ★4.96 · 3 bedrooms · 3 beds · 1 bath,4997811,Entire rental unit,Entire home/apt,4,,3.0,$106.00,2,1125,2,3,1125,1125,2.1,1125.0,t,6,11,37,305,f
20073522,Guest suite in Winnipeg · ★4.81 · 2 bedrooms · 3 beds · 1 bath,142032855,Entire guest suite,Entire home/apt,4,,2.0,$130.00,2,30,2,2,1125,1125,2.0,1125.0,t,1,1,1,25,t
20255385,Home in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 private bath,144343801,Private room in home,Private room,2,,,$49.00,1,1125,1,1,1125,1125,1.0,1125.0,t,28,58,67,342,f
20360491,Condo in Winnipeg · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,134777230,Entire condo,Entire home/apt,3,,1.0,$119.00,4,1125,3,5,1125,1125,4.0,1125.0,t,0,0,0,0,f
20405074,Home in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1.5 baths,11773408,Entire home,Entire home/apt,4,,2.0,$94.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,11,38,311,f
20457606,Rental unit in Winnipeg · 1 bedroom · 2 beds · 1.5 baths,103768435,Entire rental unit,Entire home/apt,4,,1.0,$90.00,1,365,1,1,365,365,1.0,365.0,t,0,0,0,161,f
20542130,Townhouse in Winnipeg · ★5.0 · Studio · 2 beds · 2.5 baths,5153325,Entire townhouse,Entire home/apt,4,,,$450.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,90,f
20573647,Loft in Winnipeg · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,8332120,Entire loft,Entire home/apt,4,,1.0,$199.00,2,1125,2,2,1125,1125,2.0,1125.0,t,21,48,73,348,f
20583144,Loft in Winnipeg · ★4.96 · Studio · 1 bed · 1 bath,30905989,Entire loft,Entire home/apt,2,,,$120.00,4,90,4,4,90,90,4.0,90.0,t,0,0,0,122,f
20759250,Home in Winnipeg · ★4.97 · 1 bedroom · 2 beds · 1 bath,150297977,Entire home,Entire home/apt,4,,1.0,$80.00,3,1125,1,3,1125,1125,2.7,1125.0,t,22,46,59,112,f
20814619,Guest suite in Winnipeg · ★4.94 · Studio · 1 bed · 1 bath,149271769,Entire guest suite,Entire home/apt,1,,,$51.00,2,5,2,2,5,5,2.0,5.0,t,4,19,37,123,f
20968358,Home in Winnipeg · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,455475,Private room in home,Private room,2,,,$75.00,1,1125,1,1,1125,1125,1.0,1125.0,t,26,53,83,173,f
21041138,Guest suite in Winnipeg · ★4.92 · 2 bedrooms · 2 beds · 1 private bath,101847099,Private room in guest suite,Private room,2,,,$55.00,2,90,2,2,90,90,2.0,90.0,t,0,0,0,0,f
21077938,Rental unit in Winnipeg · ★4.88 · 2 bedrooms · 2 beds · 1.5 baths,147578945,Entire rental unit,Entire home/apt,3,,2.0,$199.00,1,1125,1,2,1125,1125,1.1,1125.0,t,0,9,39,314,f
21141111,Guest suite in Winnipeg · ★5.0 · 1 bedroom · 2 beds · 1 bath,92517844,Entire guest suite,Entire home/apt,2,,1.0,$70.00,3,31,3,3,31,31,3.0,31.0,t,2,22,34,287,f
21229614,Home in Winnipeg · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,112344629,Private room in home,Private room,2,,,$40.00,3,60,3,3,1125,1125,3.0,1125.0,t,0,2,10,10,f
21231243,Bungalow in Winnipeg · ★4.31 · 2 bedrooms · 3 beds · 1 bath,81315066,Entire bungalow,Entire home/apt,6,,2.0,$80.00,3,90,3,3,1125,1125,3.0,1125.0,t,10,38,68,68,f
21375970,Home in Winnipeg · ★4.93 · 2 bedrooms · 2 beds · 2 baths,8407330,Entire home,Entire home/apt,4,,2.0,$98.00,2,45,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,t
21501002,Guest suite in Winnipeg · ★4.94 · Studio · 1 bed · 1 bath,11151940,Entire guest suite,Entire home/apt,2,,,$50.00,4,1125,4,4,1125,1125,4.0,1125.0,t,3,3,17,92,f
21514826,Home in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,112344629,Private room in home,Private room,2,,,$45.00,3,180,3,3,1125,1125,3.0,1125.0,t,10,38,52,142,f
21538416,Rental unit in Winnipeg · ★4.62 · 1 bedroom · 1 bed · 1 bath,95776055,Entire rental unit,Entire home/apt,2,,1.0,$75.00,1,1125,1,2,1125,1125,1.7,1125.0,t,21,51,81,356,f
21753823,Rental unit in Winnipeg · 1 bedroom · 1 bed · 1 bath,158349313,Entire rental unit,Entire home/apt,2,,1.0,$99.00,3,3,3,3,3,3,3.0,3.0,t,27,57,87,87,f
21813133,Rental unit in Winnipeg · ★4.77 · 3 bedrooms · 3 beds · 1 bath,95776055,Entire rental unit,Entire home/apt,6,,3.0,$102.00,1,1125,1,2,1125,1125,1.3,1125.0,t,16,33,33,123,f
21837665,Rental unit in Winnipeg · ★4.97 · 2 bedrooms · 2 beds · 2 baths,4997811,Entire rental unit,Entire home/apt,4,,2.0,$102.00,2,1125,2,2,1125,1125,2.0,1125.0,t,8,12,26,287,f
21881934,Rental unit in Winnipeg · ★4.78 · 2 bedrooms · 2 beds · 1 bath,95776055,Entire rental unit,Entire home/apt,4,,2.0,$85.00,1,1125,1,1,1125,1125,1.0,1125.0,t,12,32,60,335,f
21919063,Condo in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 bath,159932147,Entire condo,Entire home/apt,2,,1.0,$65.00,30,1125,30,30,1125,1125,30.0,1125.0,t,11,11,11,166,f
21956686,Townhouse in Winnipeg · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,160038191,Private room in townhouse,Private room,1,,,$35.00,1,30,1,1,30,30,1.0,30.0,t,27,57,87,177,f
22120139,Home in Winnipeg · ★4.50 · 3 bedrooms · 3 beds · 1 bath,95776055,Entire home,Entire home/apt,6,,3.0,$89.00,1,1125,1,2,1125,1125,1.7,1125.0,t,19,29,48,301,f
22505139,Guest suite in Winnipeg · ★4.93 · 1 bedroom · 1 bed · 1 bath,165102371,Entire guest suite,Entire home/apt,2,,1.0,$50.00,31,180,31,31,1125,1125,31.0,1125.0,t,0,9,9,100,f
22545718,Guest suite in Winnipeg · ★4.95 · 1 bedroom · 2 beds · 1 bath,40200324,Entire guest suite,Entire home/apt,4,,1.0,$126.00,1,1125,1,3,1125,1125,1.6,1125.0,t,11,32,62,114,t
22600797,Rental unit in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 bath,8332120,Entire rental unit,Entire home/apt,3,,1.0,$110.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,9,123,f
22812947,Home in Winnipeg · ★4.91 · 3 bedrooms · 4 beds · 1 bath,85761896,Entire home,Entire home/apt,7,,3.0,$95.00,25,1125,14,25,25,1125,24.4,1062.8,t,1,3,18,293,t
22943551,Condo in Winnipeg · ★4.88 · 2 bedrooms · 2 beds · 1 bath,158970875,Entire condo,Entire home/apt,4,,2.0,$123.00,7,1120,7,7,1120,1120,7.0,1120.0,t,1,1,1,132,f
23073257,Townhouse in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,160038191,Private room in townhouse,Private room,1,,,$30.00,1,31,1,1,31,31,1.0,31.0,t,24,48,78,131,f
23101260,Home in Winnipeg · ★4.90 · 5 bedrooms · 5 beds · 2 baths,9204262,Entire home,Entire home/apt,9,,5.0,$168.00,3,1125,3,3,1125,1125,3.0,1125.0,t,11,28,33,120,f
23126855,Condo in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 bath,74203278,Entire condo,Entire home/apt,2,,1.0,$127.00,7,1125,2,7,1125,1125,6.0,1125.0,t,0,14,44,134,f
23223000,Home in Winnipeg · ★4.86 · 2 bedrooms · 2 beds · 1 bath,102914635,Entire home,Entire home/apt,4,,2.0,$189.00,3,60,3,3,1125,1125,3.0,1125.0,t,7,14,44,44,t
23265785,Guest suite in Winnipeg · ★4.70 · 1 bedroom · 1 bed · 1 bath,8183935,Entire guest suite,Entire home/apt,2,,1.0,$70.00,4,1125,4,4,1125,1125,4.0,1125.0,t,3,13,34,191,f
23373186,Loft in Winnipeg · 1 bedroom · 2 beds · 2 baths,73231239,Entire loft,Entire home/apt,3,,1.0,$100.00,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,0,f
23613281,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,127173281,Private room in home,Private room,1,,,$59.00,2,6,2,2,6,6,2.0,6.0,t,0,0,0,0,f
23627811,Rental unit in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 bath,113835860,Entire rental unit,Entire home/apt,3,,1.0,$72.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,49,79,79,t
23632750,Home in Winnipeg · ★4.72 · 3 bedrooms · 3 beds · 2.5 baths,176861109,Entire home,Entire home/apt,6,,3.0,$159.00,3,100,3,3,1125,1125,3.0,1125.0,t,17,30,53,139,t
23643938,Condo in Winnipeg · 2 bedrooms · 2 beds · 1 bath,65535254,Entire condo,Entire home/apt,4,,2.0,$60.00,30,1125,29,30,1125,1125,29.9,1125.0,t,10,40,70,345,f
23687236,Condo in Winnipeg · ★4.78 · 2 bedrooms · 2 beds · 1 bath,91879760,Entire condo,Entire home/apt,3,,2.0,$67.00,14,750,14,14,750,750,14.0,750.0,t,10,27,45,304,f
23688055,Loft in Winnipeg · ★4.90 · 1 bedroom · 2 beds · 1 bath,18167901,Entire loft,Entire home/apt,2,,1.0,$114.00,2,1125,1,2,1125,1125,2.0,1125.0,t,11,19,35,310,f
23735490,Bungalow in Winnipeg · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,81315066,Private room in bungalow,Private room,2,,,$40.00,7,21,7,7,1125,1125,7.0,1125.0,t,29,57,87,87,f
23875222,Guest suite in Winnipeg · ★4.86 · 2 bedrooms · 1 bed · 1 bath,134145647,Entire guest suite,Entire home/apt,2,,2.0,$42.00,1,120,1,1,120,120,1.0,120.0,t,0,0,0,86,f
23998136,Guest suite in Winnipeg · ★4.88 · 3 bedrooms · 3 beds · 1 private bath,175128084,Private room in guest suite,Private room,9,,,$529.00,7,1125,7,7,1125,1125,7.0,1125.0,t,29,59,89,89,f
24000513,Bungalow in Winnipeg · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,175128084,Private room in bungalow,Private room,2,,,$500.00,7,1125,7,7,1125,1125,7.0,1125.0,t,30,60,90,90,f
24056711,Home in Winnipeg · ★0.0 · 3 bedrooms · 3 beds · 2 baths,3697334,Entire home,Entire home/apt,6,,3.0,$200.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
24064823,Condo in Winnipeg · ★4.75 · 2 bedrooms · 2 beds · 1 bath,95776055,Entire condo,Entire home/apt,4,,2.0,$86.00,1,1125,1,2,1125,1125,1.4,1125.0,t,0,13,43,318,f
24139716,Guest suite in Winnipeg · ★4.76 · 1 bedroom · 1 bed · 1 bath,8183935,Entire guest suite,Entire home/apt,2,,1.0,$61.00,4,1125,4,4,1125,1125,4.0,1125.0,t,0,3,33,156,f
24276259,Home in Winnipeg · ★4.96 · 1 bedroom · 2 beds · 1 bath,183034508,Entire home,Entire home/apt,3,,1.0,$51.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,12,42,317,f
24310781,Home in Winnipeg · ★4.74 · 4 bedrooms · 4 beds · 2 baths,37841665,Entire home,Entire home/apt,9,,4.0,$238.00,21,1125,18,21,1125,1125,20.1,1125.0,t,0,0,8,107,t
24398955,Rental unit in Winnipeg · ★4.91 · Studio · 1 bed · 1 bath,184170702,Entire rental unit,Entire home/apt,2,,,$67.00,5,1125,3,5,1125,1125,5.0,1125.0,t,0,0,6,281,f
24431126,Home in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 2 baths,15874551,Entire home,Entire home/apt,4,,2.0,$130.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,1,246,f
24476896,Loft in Winnipeg · ★4.94 · 1 bedroom · 1 bed · 1 bath,184891476,Entire loft,Entire home/apt,2,,1.0,$89.00,2,30,2,2,1125,1125,2.0,1125.0,t,7,13,36,117,t
24573131,Condo in Winnipeg · ★4.96 · 2 bedrooms · 4 beds · 2 baths,185671079,Entire condo,Entire home/apt,6,,2.0,$135.00,2,365,2,2,365,365,2.0,365.0,t,0,3,11,245,f
24579927,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 private bath,185730560,Private room in home,Private room,2,,,$180.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
24677894,Condo in Winnipeg · ★4.91 · 2 bedrooms · 2 beds · 2.5 baths,185671079,Entire condo,Entire home/apt,4,,2.0,$135.00,2,365,2,2,365,365,2.0,365.0,t,4,9,13,227,f
24678630,Home in Winnipeg · ★4.83 · 1 bedroom · 1 bed · 1 private bath,144343801,Private room in home,Private room,2,,,$48.00,1,1125,1,1,1125,1125,1.0,1125.0,t,18,48,57,332,f
24717604,Home in Winnipeg · ★4.91 · 2 bedrooms · 1 bed · 1 shared bath,186831999,Private room in home,Private room,1,,,$39.00,1,30,1,1,1125,1125,1.0,1125.0,t,4,4,8,8,f
24796952,Bungalow in Winnipeg · ★4.88 · 1 bedroom · 3 beds · 1 private bath,101838697,Private room in bungalow,Private room,8,,,$80.00,1,1125,1,1,1125,1125,1.0,1125.0,t,23,43,73,163,t
24798228,Home in Winnipeg · ★4.20 · 2 bedrooms · 2 beds · 1 bath,766301,Entire home,Entire home/apt,4,,2.0,$99.00,28,180,28,28,180,180,28.0,180.0,t,0,0,0,254,f
24821874,Condo in Winnipeg · ★4.71 · 2 bedrooms · 2 beds · 1 bath,95776055,Entire condo,Entire home/apt,4,,2.0,$95.00,1,1125,1,1,1125,1125,1.0,1125.0,t,18,43,73,348,f
24865203,Home in Winnipeg · ★5.0 · 3 bedrooms · 4 beds · 3 baths,116156469,Entire home,Entire home/apt,6,,3.0,$421.00,4,30,4,4,30,30,4.0,30.0,t,0,4,34,34,f
24895418,Home in Winnipeg · ★4.94 · 3 bedrooms · 4 beds · 2.5 baths,131850887,Entire home,Entire home/apt,7,,3.0,$185.00,2,1125,2,2,1125,1125,2.0,1125.0,t,7,13,28,66,f
24942008,Bungalow in Winnipeg · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,188495593,Private room in bungalow,Private room,3,,,$82.00,1,31,1,3,1125,1125,1.6,1125.0,t,0,1,1,9,f
24944555,Condo in Winnipeg · ★4.77 · 1 bedroom · 1 bed · 1.5 baths,95776055,Entire condo,Entire home/apt,4,,1.0,$85.00,1,1125,1,2,1125,1125,1.3,1125.0,t,5,24,54,329,f
24964863,Home in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,122930869,Entire home,Entire home/apt,6,,2.0,$270.00,4,1125,4,4,1125,1125,4.0,1125.0,t,0,30,60,335,f
24969160,Rental unit in Winnipeg · ★4.96 · 1 bedroom · 1 bed · 1 bath,169074939,Entire rental unit,Entire home/apt,2,,1.0,$90.00,2,30,2,2,30,30,2.0,30.0,t,0,0,0,274,t
25157521,Home in Winnipeg · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,190105304,Private room in home,Private room,1,,,$45.00,1,1125,1,1,1125,1125,1.0,1125.0,t,7,28,56,331,f
25313408,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,25893237,Private room in home,Private room,1,,,$30.00,7,90,7,7,90,90,7.0,90.0,t,0,0,0,130,f
25539735,Guest suite in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 bath,3638197,Entire guest suite,Entire home/apt,2,,1.0,$100.00,2,21,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
25570456,Bungalow in Winnipeg · ★4.42 · 1 bedroom · 1 bed · 2 shared baths,192561013,Private room in bungalow,Private room,2,,,$50.00,2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,364,f
25780391,Home in Winnipeg · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,108713039,Private room in home,Private room,2,,,$46.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
25885450,Loft in Winnipeg · ★4.85 · 2 bedrooms · 2 beds · 2 baths,185100371,Entire loft,Entire home/apt,4,,2.0,$193.00,2,90,2,2,1125,1125,2.0,1125.0,t,4,10,39,312,f
25946325,Guest suite in Winnipeg · ★4.59 · 1 bedroom · 1 bed · 1 private bath,110700207,Private room in guest suite,Private room,2,,,$49.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,253,t
26216840,Home in Winnipeg · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,64832612,Private room in home,Private room,2,,,$45.00,1,60,1,1,60,60,1.0,60.0,t,10,40,70,70,f
26306357,Condo in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 bath,197809169,Entire condo,Entire home/apt,2,,1.0,$90.00,2,1125,2,2,1125,1125,2.0,1125.0,t,1,2,2,2,t
26608039,Barn in Winnipeg · ★4.80 · 2 bedrooms · 2 beds · 1 bath,95776055,Barn,Entire home/apt,4,,2.0,$116.00,1,1125,1,1,1125,1125,1.0,1125.0,t,14,31,59,334,f
26668708,Rental unit in Winnipeg · ★4.89 · Studio · 1 bed · 1 bath,184170702,Entire rental unit,Entire home/apt,2,,,$71.00,5,1125,5,5,1125,1125,5.0,1125.0,t,4,5,19,120,f
26783329,Rental unit in Winnipeg · ★4.91 · 1 bedroom · 1 bed · 1 bath,28643127,Entire rental unit,Entire home/apt,2,,1.0,$75.00,1,1125,1,1,1125,1125,1.0,1125.0,t,2,4,18,280,f
26813437,Home in Winnipeg · ★4.57 · 1 bedroom · 1 bed · 1 bath,111299398,Entire home,Entire home/apt,2,,1.0,$135.00,28,1125,28,28,1125,1125,28.0,1125.0,t,0,0,8,243,f
26819452,Condo in Winnipeg · ★4.91 · 1 bedroom · 1 bed · 1 bath,185100371,Entire condo,Entire home/apt,4,,1.0,$120.00,3,90,2,3,1125,1125,3.0,1125.0,t,16,35,61,148,f
26848338,Home in Winnipeg · ★4.65 · 1 bedroom · 2 beds · 1 private bath,201737397,Private room in home,Private room,2,,,$60.00,1,1125,1,1,1125,1125,1.0,1125.0,t,4,12,37,309,f
27019047,Home in Winnipeg · ★4.94 · 2 bedrooms · 1 bed · 1 shared bath,186831999,Private room in home,Private room,1,,,$39.00,1,30,1,1,1125,1125,1.0,1125.0,t,3,3,7,7,f
27207195,Bungalow in Winnipeg · ★4.65 · 1 bedroom · 1 bed · 1 shared bath,81315066,Private room in bungalow,Private room,2,,,$42.00,7,21,7,7,21,21,7.0,21.0,t,10,40,70,70,f
27397042,Condo in Winnipeg · ★3.75 · 1 bedroom · 1 bed · 1 bath,90508671,Entire condo,Entire home/apt,4,,1.0,$145.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
27504329,Camper/RV in Winnipeg · ★4.67 · 3 beds · 0 baths,92517844,Camper/RV,Entire home/apt,4,,,$65.00,6,45,6,6,45,45,6.0,45.0,t,29,59,68,343,f
27507986,Home in Winnipeg · ★4.98 · 1 bedroom · 1 bed · 1 private bath,8336085,Private room in home,Private room,2,,,$69.00,6,31,6,6,1125,1125,6.0,1125.0,t,0,3,19,19,f
27542208,Condo in Winnipeg · ★4.93 · 1 bedroom · 2 beds · 1 bath,11135988,Entire condo,Entire home/apt,4,,1.0,$91.00,3,1125,3,3,1125,1125,3.0,1125.0,t,10,22,48,48,f
27588784,Condo in Winnipeg · ★4.92 · 1 bedroom · 1 bed · 1 bath,123302934,Entire condo,Entire home/apt,2,,1.0,$112.00,3,1125,3,3,1125,1125,3.0,1125.0,t,3,3,3,210,f
27588785,Condo in Winnipeg · ★4.92 · 2 bedrooms · 2 beds · 2 baths,123302934,Entire condo,Entire home/apt,4,,2.0,$182.00,5,1125,5,5,1125,1125,5.0,1125.0,t,24,45,75,350,f
27588787,Condo in Winnipeg · ★4.69 · 1 bedroom · 1 bed · 1 bath,123302934,Entire condo,Entire home/apt,2,,1.0,$112.00,5,1125,5,5,1125,1125,5.0,1125.0,t,13,13,13,223,f
27588789,Condo in Winnipeg · ★4.76 · 1 bedroom · 1 bed · 1 bath,123302934,Entire condo,Entire home/apt,4,,1.0,$112.00,5,364,5,5,1125,1125,5.0,1125.0,t,0,0,8,283,f
27588790,Condo in Winnipeg · ★4.79 · 1 bedroom · 1 bed · 1 bath,123302934,Entire condo,Entire home/apt,2,,1.0,$112.00,5,1125,5,5,1125,1125,5.0,1125.0,t,8,22,52,303,f
27588791,Condo in Winnipeg · ★4.83 · 2 bedrooms · 2 beds · 1 bath,123302934,Entire condo,Entire home/apt,4,,2.0,$152.00,5,1125,5,5,1125,1125,5.0,1125.0,t,30,47,77,352,f
27588792,Condo in Winnipeg · ★4.81 · 2 bedrooms · 2 beds · 1 bath,123302934,Entire condo,Entire home/apt,2,,2.0,$122.00,3,1125,3,3,1125,1125,3.0,1125.0,t,14,32,62,337,f
27588793,Condo in Winnipeg · ★4.69 · 2 bedrooms · 2 beds · 1 bath,123302934,Entire condo,Entire home/apt,4,,2.0,$132.00,3,1125,3,3,1125,1125,3.0,1125.0,t,19,36,66,341,f
27610102,Townhouse in Winnipeg · 1 bedroom · 1 bed · 1 bath,208340512,Entire townhouse,Entire home/apt,3,,1.0,$160.00,1,5,1,1,5,5,1.0,5.0,t,1,1,19,19,f
27646733,Home in Winnipeg · ★4.93 · 3 bedrooms · 3 beds · 1.5 shared baths,38791285,Private room in home,Private room,1,,,$60.00,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,25,230,f
27853614,Home in Winnipeg · ★4.86 · Studio · 1 bed · 1 bath,163329984,Entire home,Entire home/apt,2,,,$46.00,1,90,1,1,1125,1125,1.0,1125.0,t,1,6,18,86,f
27855927,Home in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,210390796,Private room in home,Private room,2,,,$70.00,1,31,1,1,31,31,1.0,31.0,t,10,40,70,345,f
28046558,Bungalow in Winnipeg · 2 bedrooms · 2 beds · 1 shared bath,211858688,Private room in bungalow,Private room,2,,,$50.00,365,365,365,365,1125,1125,365.0,1125.0,t,30,60,90,365,t
28357362,Bungalow in Winnipeg · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,108753850,Private room in bungalow,Private room,2,,,$30.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,9,39,314,f
28389128,Townhouse in Winnipeg · ★4.71 · 2 bedrooms · 2 beds · 1 bath,116800314,Entire townhouse,Entire home/apt,4,,2.0,$124.00,2,1125,2,2,1125,1125,2.0,1125.0,t,13,43,73,348,f
28415481,Condo in Winnipeg · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,38109052,Private room in condo,Private room,1,,,$100.00,1,1125,1,1,1125,1125,1.0,1125.0,t,29,59,89,179,f
28459402,Rental unit in Winnipeg · ★4.85 · 2 bedrooms · 2 beds · 2 baths,18581972,Entire rental unit,Entire home/apt,4,,2.0,$129.00,5,1125,3,5,3,1125,4.5,865.0,t,11,13,32,122,t
28560248,Condo in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1 bath,215545724,Entire condo,Entire home/apt,3,,2.0,$210.00,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,68,f
28604002,Home in Winnipeg · 1 bedroom · 1 bed · 1 shared bath,42762931,Private room in home,Private room,1,,,$40.00,4,1125,4,4,1125,1125,4.0,1125.0,t,19,44,74,349,f
28685075,Guest suite in Winnipeg · ★5.0 · 3 bedrooms · 7 beds · 1 bath,86138438,Entire guest suite,Entire home/apt,7,,3.0,$200.00,7,60,7,7,60,60,7.0,60.0,t,4,11,26,189,f
28782868,Home in Winnipeg · ★4.86 · 3 bedrooms · 3 beds · 2 baths,217104502,Entire home,Entire home/apt,6,,3.0,$99.00,2,28,2,2,1125,1125,2.0,1125.0,t,6,18,24,116,f
28815673,Rental unit in Winnipeg · ★4.91 · Studio · 1 bed · 1 bath,184170702,Entire rental unit,Entire home/apt,2,,,$71.00,4,1125,1,4,1125,1125,3.6,1125.0,t,2,3,16,267,f
29004159,Loft in Winnipeg · ★4.91 · 2 bedrooms · 2 beds · 2 baths,39647666,Entire loft,Entire home/apt,8,,2.0,$115.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
29053103,Condo in Winnipeg · ★4.92 · 1 bedroom · 2 beds · 1 bath,97659537,Entire condo,Entire home/apt,4,,1.0,$64.00,28,1125,28,28,1125,1125,28.0,1125.0,t,0,0,8,8,f
29284880,Home in Winnipeg · ★4.78 · 3 bedrooms · 3 beds · 1 bath,70451075,Entire home,Entire home/apt,5,,3.0,$127.00,3,1125,3,3,1125,1125,3.0,1125.0,t,15,31,61,151,f
29569409,Rental unit in Winnipeg · ★4.96 · Studio · 1 bath,184170702,Entire rental unit,Entire home/apt,2,,,$68.00,4,1125,4,4,1125,1125,4.0,1125.0,t,5,7,14,271,f
29586947,Townhouse in Winnipeg · ★5.0 · 1 bedroom · 1 bed · 1 private bath,222606237,Private room in townhouse,Private room,2,,,$85.00,1,7,1,1,7,7,1.0,7.0,t,28,58,88,88,f
29725400,Bungalow in Winnipeg · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,199538184,Private room in bungalow,Private room,2,,,$45.00,3,90,3,3,1125,1125,3.0,1125.0,t,30,60,90,365,f
29757359,Guest suite in Winnipeg · ★4.55 · 1 bedroom · 1 bed · 1 bath,95776055,Entire guest suite,Entire home/apt,3,,1.0,$75.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,9,284,f
29778226,Home in Winnipeg · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,199538184,Private room in home,Private room,2,,,$45.00,3,90,3,3,1125,1125,3.0,1125.0,t,30,60,90,90,f
29887130,Home in Winnipeg · ★4.88 · 3 bedrooms · 3 beds · 2 baths,25149836,Entire home,Entire home/apt,9,,3.0,$202.00,3,1125,3,3,1125,1125,3.0,1125.0,t,7,37,64,339,f
